5.833333333333333703e-01,7.500000000000000000e-01,6.666666666666665186e-01,4.166666666666666297e-01,6.250000000000000000e-01,6.250000000000000000e-01,6.250000000000000000e-01,7.916666666666665186e-01,7.500000000000000000e-01,6.250000000000000000e-01,5.833333333333333703e-01,5.416666666666665186e-01,7.916666666666665186e-01,6.250000000000000000e-01,7.916666666666665186e-01,5.416666666666665186e-01,6.666666666666665186e-01,7.826086956521739468e-01,6.666666666666665186e-01,7.916666666666665186e-01,4.583333333333332593e-01,5.833333333333333703e-01,6.956521739130434590e-01,5.833333333333333703e-01
6.666666666666665186e-01,6.521739130434782705e-01,7.083333333333333703e-01,5.000000000000000000e-01,9.166666666666665186e-01,7.083333333333333703e-01,6.666666666666665186e-01,7.826086956521739468e-01,5.652173913043477826e-01,5.416666666666665186e-01,7.083333333333333703e-01,4.583333333333332593e-01,7.916666666666665186e-01,5.416666666666665186e-01,6.250000000000000000e-01,5.416666666666665186e-01,6.250000000000000000e-01,5.833333333333333703e-01,6.250000000000000000e-01,6.250000000000000000e-01,4.583333333333332593e-01,6.250000000000000000e-01,5.833333333333333703e-01,6.666666666666665186e-01
5.416666666666665186e-01,6.666666666666665186e-01,5.416666666666665186e-01,5.416666666666665186e-01,8.333333333333332593e-01,7.083333333333333703e-01,7.083333333333333703e-01,6.666666666666665186e-01,6.250000000000000000e-01,6.666666666666665186e-01,5.833333333333333703e-01,4.166666666666666297e-01,6.250000000000000000e-01,6.666666666666665186e-01,7.500000000000000000e-01,5.833333333333333703e-01,7.083333333333333703e-01,5.000000000000000000e-01,4.090909090909091161e-01,7.826086956521739468e-01,4.583333333333332593e-01,6.250000000000000000e-01,6.666666666666665186e-01,5.416666666666665186e-01
4.583333333333332593e-01,5.833333333333333703e-01,5.000000000000000000e-01,6.250000000000000000e-01,8.750000000000000000e-01,7.083333333333333703e-01,4.782608695652174613e-01,7.500000000000000000e-01,6.250000000000000000e-01,6.250000000000000000e-01,6.666666666666665186e-01,6.666666666666665186e-01,6.086956521739130821e-01,6.250000000000000000e-01,6.666666666666665186e-01,6.250000000000000000e-01,7.916666666666665186e-01,4.166666666666666297e-01,4.166666666666666297e-01,7.500000000000000000e-01,5.416666666666665186e-01,7.391304347826086474e-01,6.666666666666665186e-01,6.666666666666665186e-01
6.250000000000000000e-01,6.363636363636363535e-01,5.833333333333333703e-01,7.083333333333333703e-01,7.500000000000000000e-01,5.833333333333333703e-01,8.260869565217390242e-01,5.416666666666665186e-01,6.250000000000000000e-01,5.833333333333333703e-01,4.583333333333332593e-01,4.583333333333332593e-01,7.916666666666665186e-01,7.916666666666665186e-01,6.086956521739130821e-01,5.416666666666665186e-01,3.333333333333332593e-01,6.521739130434782705e-01,5.217391304347825942e-01,7.500000000000000000e-01,5.833333333333333703e-01,7.083333333333333703e-01,7.500000000000000000e-01,5.000000000000000000e-01
7.083333333333333703e-01,4.545454545454544748e-01,5.000000000000000000e-01,6.250000000000000000e-01,7.916666666666665186e-01,6.666666666666665186e-01,5.833333333333333703e-01,7.083333333333333703e-01,4.583333333333332593e-01,5.833333333333333703e-01,5.416666666666665186e-01,7.727272727272725961e-01,8.750000000000000000e-01,7.083333333333333703e-01,5.000000000000000000e-01,5.000000000000000000e-01,6.666666666666665186e-01,6.086956521739130821e-01,4.782608695652174613e-01,6.666666666666665186e-01,5.416666666666665186e-01,5.833333333333333703e-01,5.652173913043477826e-01,7.083333333333333703e-01
6.666666666666665186e-01,7.391304347826086474e-01,4.545454545454544748e-01,7.083333333333333703e-01,7.083333333333333703e-01,7.500000000000000000e-01,7.083333333333333703e-01,4.583333333333332593e-01,6.250000000000000000e-01,6.666666666666665186e-01,5.000000000000000000e-01,6.250000000000000000e-01,7.083333333333333703e-01,7.083333333333333703e-01,5.000000000000000000e-01,7.500000000000000000e-01,5.000000000000000000e-01,4.583333333333332593e-01,5.000000000000000000e-01,8.333333333333332593e-01,5.000000000000000000e-01,5.416666666666665186e-01,5.416666666666665186e-01,6.666666666666665186e-01
7.500000000000000000e-01,6.666666666666665186e-01,6.086956521739130821e-01,6.666666666666665186e-01,7.916666666666665186e-01,4.583333333333332593e-01,6.666666666666665186e-01,6.666666666666665186e-01,7.500000000000000000e-01,6.250000000000000000e-01,7.083333333333333703e-01,6.666666666666665186e-01,7.083333333333333703e-01,5.833333333333333703e-01,7.500000000000000000e-01,5.000000000000000000e-01,5.833333333333333703e-01,5.416666666666665186e-01,6.250000000000000000e-01,6.666666666666665186e-01,4.166666666666666297e-01,7.083333333333333703e-01,6.666666666666665186e-01,5.833333333333333703e-01
7.916666666666665186e-01,5.000000000000000000e-01,3.333333333333332593e-01,5.833333333333333703e-01,7.083333333333333703e-01,6.250000000000000000e-01,6.666666666666665186e-01,7.083333333333333703e-01,6.086956521739130821e-01,5.833333333333333703e-01,5.000000000000000000e-01,7.083333333333333703e-01,7.391304347826086474e-01,5.833333333333333703e-01,4.166666666666666297e-01,7.083333333333333703e-01,5.416666666666665186e-01,4.347826086956521618e-01,5.217391304347825942e-01,7.083333333333333703e-01,6.250000000000000000e-01,6.250000000000000000e-01,6.666666666666665186e-01,6.250000000000000000e-01
7.500000000000000000e-01,7.391304347826086474e-01,6.086956521739130821e-01,5.000000000000000000e-01,7.500000000000000000e-01,6.666666666666665186e-01,6.666666666666665186e-01,7.083333333333333703e-01,7.083333333333333703e-01,7.500000000000000000e-01,6.250000000000000000e-01,6.250000000000000000e-01,7.083333333333333703e-01,7.916666666666665186e-01,6.250000000000000000e-01,6.666666666666665186e-01,5.833333333333333703e-01,7.083333333333333703e-01,6.666666666666665186e-01,7.500000000000000000e-01,4.583333333333332593e-01,7.916666666666665186e-01,7.391304347826086474e-01,7.083333333333333703e-01
